country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Ireland,IE,2021-W34,national,IE,Ireland,11036,139916,5006324,2794.785156,7.887589697,TESSy
Ireland,IE,2021-W35,national,IE,Ireland,10409,143183,5006324,2860.042618,7.269717774,TESSy
Ireland,IE,2021-W36,national,IE,Ireland,9596,167265,5006324,3341.074209,5.737004155,TESSy
Ireland,IE,2021-W37,national,IE,Ireland,8985,179067,5006324,3576.816043,5.017674948,TESSy
Ireland,IE,2021-W38,national,IE,Ireland,9205,167876,5006324,3353.278773,5.483213801,TESSy
Ireland,IE,2021-W39,national,IE,Ireland,8796,138962,5006324,2775.729258,6.329788,TESSy
Ireland,IE,2021-W40,national,IE,Ireland,9995,140389,5006324,2804.233206,7.119503665,TESSy
Ireland,IE,2021-W41,national,IE,Ireland,12201,153303,5006324,3062.186946,7.958748361,TESSy
Ireland,IE,2021-W42,national,IE,Ireland,15013,160630,5006324,3208.541836,9.34632385,TESSy
Ireland,IE,2021-W43,national,IE,Ireland,16739,158195,5006324,3159.903354,10.58124467,TESSy
Ireland,IE,2021-W44,national,IE,Ireland,25863,182561,5006324,3646.60777,14.16677165,TESSy
Ireland,IE,2021-W45,national,IE,Ireland,28707,198079,5006324,3956.575723,14.49270241,TESSy
Ireland,IE,2021-W46,national,IE,Ireland,31574,209391,5006324,4182.529936,15.0789671,TESSy
Ireland,IE,2021-W47,national,IE,Ireland,30048,222326,5006324,4440.903146,13.51528836,TESSy
Ireland,IE,2021-W48,national,IE,Ireland,32523,229704,5006324,4588.276748,14.15865636,TESSy
Ireland,IE,2021-W49,national,IE,Ireland,31183,216818,5006324,4330.8823,14.3821085,TESSy
Ireland,IE,2021-W50,national,IE,Ireland,33116,226813,5006324,4530.529786,14.60057404,TESSy
Ireland,IE,2021-W51,national,IE,Ireland,36238,236515,5006324,4724.324674,15.32164979,TESSy
Ireland,IE,2021-W52,national,IE,Ireland,75974,272039,5006324,5433.907194,27.92761332,TESSy
Ireland,IE,2022-W01,national,IE,Ireland,95452,309004,5006324,6172.273309,30.89021501,TESSy
Ireland,IE,2022-W02,national,IE,Ireland,91464,243668,5006324,4867.20396,37.53631991,TESSy
Ireland,IE,2022-W03,national,IE,Ireland,102364,135767,5006324,2711.909976,75.39681955,TESSy
Ireland,IE,2022-W04,national,IE,Ireland,121356,118130,5006324,2359.615558,,TESSy
Ireland,IE,2022-W05,national,IE,Ireland,38913,124845,5006324,2493.74591,31.16904962,TESSy
Ireland,IE,2022-W06,national,IE,Ireland,34991,117313,5006324,2343.296199,29.82704389,TESSy
Ireland,IE,2022-W07,national,IE,Ireland,30860,112895,5006324,2255.047816,27.33513442,TESSy
Ireland,IE,2022-W08,national,IE,Ireland,23699,87398,5006324,1745.751973,27.11618115,TESSy
Ireland,IE,2022-W09,national,IE,Ireland,22188,76783,5006324,1533.720151,28.89702148,TESSy
Ireland,IE,2022-W10,national,IE,Ireland,31282,93573,5006324,1869.095967,33.43058361,TESSy
Ireland,IE,2022-W11,national,IE,Ireland,36405,90443,5006324,1806.575044,40.25187134,TESSy
Ireland,IE,2022-W12,national,IE,Ireland,52887,122952,5006324,2455.933735,43.01434706,TESSy
Ireland,IE,2022-W13,national,IE,Ireland,31462,92242,5006324,1842.509594,34.10810694,TESSy
Ireland,IE,2022-W14,national,IE,Ireland,18656,70408,5006324,1406.381209,26.49698898,TESSy
Ireland,IE,2022-W15,national,IE,Ireland,11703,54165,5006324,1081.931573,21.60620327,TESSy
Ireland,IE,2022-W16,national,IE,Ireland,8044,46422,5006324,927.2671925,17.32799104,TESSy
Ireland,IE,2022-W17,national,IE,Ireland,6050,41510,5006324,829.1512894,14.57480125,TESSy
Ireland,IE,2022-W18,national,IE,Ireland,5588,42494,5006324,848.8064296,13.15009178,TESSy
Ireland,IE,2022-W19,national,IE,Ireland,4428,39446,5006324,787.9234344,11.2254728,TESSy
Ireland,IE,2022-W20,national,IE,Ireland,4067,37287,5006324,744.7979795,10.90728672,TESSy
Ireland,IE,2022-W21,national,IE,Ireland,3896,34332,5006324,685.7726348,11.34801352,TESSy
Ireland,IE,2022-W22,national,IE,Ireland,5158,32123,5006324,641.648443,16.05703079,TESSy
Ireland,IE,2022-W23,national,IE,Ireland,6837,33134,5006324,661.8429011,20.63439367,TESSy
Ireland,IE,2022-W24,national,IE,Ireland,10521,38005,5006324,759.1398399,27.68319958,TESSy
Ireland,IE,2022-W25,national,IE,Ireland,12773,39817,5006324,795.3340615,32.07926263,TESSy
Ireland,IE,2022-W26,national,IE,Ireland,14378,41599,5006324,830.9290409,34.56333085,TESSy
Ireland,IE,2022-W27,national,IE,Ireland,14181,42528,5006324,849.4855707,33.34509029,TESSy
Ireland,IE,2022-W28,national,IE,Ireland,11918,35992,5006324,718.9306965,33.11291398,TESSy
Ireland,IE,2022-W29,national,IE,Ireland,5746,28274,5006324,564.7656844,20.32255783,TESSy
Ireland,IE,2022-W30,national,IE,Ireland,4235,25279,5006324,504.9413502,16.75303612,TESSy
Ireland,IE,2022-W31,national,IE,Ireland,2856,21261,5006324,424.6828611,13.43304642,TESSy
Ireland,IE,2022-W32,national,IE,Ireland,2905,21119,5006324,421.8464486,13.75538615,TESSy
Ireland,IE,2022-W33,national,IE,Ireland,1897,19581,5006324,391.1253047,9.687962821,TESSy
Ireland,IE,2022-W34,national,IE,Ireland,1836,19003,5006324,379.5799073,9.661632374,TESSy
Ireland,IE,2022-W35,national,IE,Ireland,1953,17648,5006324,352.5141401,11.06640979,TESSy
Ireland,IE,2022-W36,national,IE,Ireland,1651,17292,5006324,345.4031341,9.547767754,TESSy
Ireland,IE,2022-W37,national,IE,Ireland,1560,17247,5006324,344.504271,9.045051313,TESSy
Ireland,IE,2022-W38,national,IE,Ireland,1884,17497,5006324,349.497955,10.76756015,TESSy
Ireland,IE,2022-W39,national,IE,Ireland,2162,16206,5006324,323.7105709,13.340738,TESSy
Ireland,IE,2022-W40,national,IE,Ireland,2105,16148,5006324,322.5520362,13.03567005,TESSy
Italy,IT,2020-W01,national,IT,Italy,0,0,59236213,0,,Survey
Italy,IT,2020-W02,national,IT,Italy,0,0,59236213,0,,Survey
Italy,IT,2020-W03,national,IT,Italy,0,0,59236213,0,,Survey
Italy,IT,2020-W04,national,IT,Italy,0,0,59236213,0,,Survey
Italy,IT,2020-W05,national,IT,Italy,2,0,59236213,0,,Survey
Italy,IT,2020-W06,national,IT,Italy,1,0,59236213,0,,Survey
Italy,IT,2020-W07,national,IT,Italy,0,0,59236213,0,,Survey
Italy,IT,2020-W08,national,IT,Italy,175,0,59236213,0,,Survey
Italy,IT,2020-W09,national,IT,Italy,1978,20457,59236213,34.53461821,9.669061935,TESSy
Italy,IT,2020-W10,national,IT,Italy,8272,29132,59236213,49.17937614,28.39489221,TESSy
Italy,IT,2020-W11,national,IT,Italy,21094,74304,59236213,125.4367831,28.38878122,TESSy
Italy,IT,2020-W12,national,IT,Italy,36644,131459,59236213,221.9233697,27.87485071,TESSy
Italy,IT,2020-W13,national,IT,Italy,36854,198678,59236213,335.3995638,18.54961294,TESSy
Italy,IT,2020-W14,national,IT,Italy,30961,237431,59236213,400.8206939,13.03999899,TESSy
Italy,IT,2020-W15,national,IT,Italy,28195,318732,59236213,538.0695083,8.845989734,TESSy
Italy,IT,2020-W16,national,IT,Italy,20723,346348,59236213,584.6896391,5.983288484,TESSy
Italy,IT,2020-W17,national,IT,Italy,16924,401118,59236213,677.1499724,4.219207316,TESSy
Italy,IT,2020-W18,national,IT,Italy,11428,396113,59236213,668.700749,2.885035331,TESSy
Italy,IT,2020-W19,national,IT,Italy,8268,412140,59236213,695.7568337,2.006114427,TESSy
Italy,IT,2020-W20,national,IT,Italy,5275,439048,59236213,741.1817498,1.201463166,TESSy
Italy,IT,2020-W21,national,IT,Italy,3860,442052,59236213,746.252972,0.873200438,TESSy
Italy,IT,2020-W22,national,IT,Italy,2853,92915,59236213,156.8550643,3.070548351,TESSy
Italy,IT,2020-W23,national,IT,Italy,,,59236213,,,
Italy,IT,2020-W24,national,IT,Italy,,,59236213,,,
Italy,IT,2020-W25,national,IT,Italy,,,59236213,,,
Italy,IT,2020-W26,national,IT,Italy,,,59236213,,,
Italy,IT,2020-W27,national,IT,Italy,,,59236213,,,
Italy,IT,2020-W28,national,IT,Italy,,,59236213,,,
Italy,IT,2020-W29,national,IT,Italy,,,59236213,,,
Italy,IT,2020-W30,national,IT,Italy,,,59236213,,,
Italy,IT,2020-W31,national,IT,Italy,,,59236213,,,
Italy,IT,2020-W32,national,IT,Italy,,,59236213,,,
Italy,IT,2020-W33,national,IT,Italy,,,59236213,,,
Italy,IT,2020-W34,national,IT,Italy,,,59236213,,,
Italy,IT,2020-W35,national,IT,Italy,,,59236213,,,
Italy,IT,2020-W36,national,IT,Italy,,,59236213,,,
Italy,IT,2020-W37,national,IT,Italy,,,59236213,,,
Italy,IT,2020-W38,national,IT,Italy,10799,614696,59236213,1037.703069,1.756803363,TESSy
Italy,IT,2020-W39,national,IT,Italy,12490,654250,59236213,1104.476412,1.909056171,TESSy
Italy,IT,2020-W40,national,IT,Italy,18020,697041,59236213,1176.714318,2.585213782,TESSy
Italy,IT,2020-W41,national,IT,Italy,37822,780608,59236213,1317.788495,4.84519759,TESSy
Italy,IT,2020-W42,national,IT,Italy,75973,975869,59236213,1647.419628,7.785163787,TESSy
Italy,IT,2020-W43,national,IT,Italy,142414,1113420,59236213,1879.627248,12.79068096,TESSy
Italy,IT,2020-W44,national,IT,Italy,203616,1313916,59236213,2218.09588,15.49688108,TESSy
Italy,IT,2020-W45,national,IT,Italy,244473,1406795,59236213,2374.890171,17.37801172,TESSy
Italy,IT,2020-W46,national,IT,Italy,243179,1503673,59236213,2538.435399,16.17233268,TESSy
Italy,IT,2020-W47,national,IT,Italy,214446,1510190,59236213,2549.437115,14.19993511,TESSy
Italy,IT,2020-W48,national,IT,Italy,162517,1425999,59236213,2407.309529,11.39671206,TESSy
Italy,IT,2020-W49,national,IT,Italy,130075,1317771,59236213,2224.603723,9.870834917,TESSy
Italy,IT,2020-W50,national,IT,Italy,108091,1090062,59236213,1840.195287,9.916041473,TESSy
Italy,IT,2020-W51,national,IT,Italy,106926,1146229,59236213,1935.013975,9.32850242,TESSy
Italy,IT,2020-W52,national,IT,Italy,92481,917012,59236213,1548.059799,10.08503706,TESSy
Italy,IT,2020-W53,national,IT,Italy,117270,880142,59236213,1485.817468,13.32398636,TESSy
Italy,IT,2021-W01,national,IT,Italy,122570,965114,59236213,1629.263505,12.70005409,TESSy
Italy,IT,2021-W02,national,IT,Italy,94283,1315299,59236213,2220.4306,7.168180011,TESSy
Italy,IT,2021-W03,national,IT,Italy,85216,1511132,59236213,2551.027359,5.639216164,TESSy
Italy,IT,2021-W04,national,IT,Italy,82891,1732691,59236213,2925.053632,4.783945897,TESSy
Italy,IT,2021-W05,national,IT,Italy,83518,1696000,59236213,2863.113481,4.924410377,TESSy
Italy,IT,2021-W06,national,IT,Italy,83476,1805855,59236213,3048.565917,4.622519527,TESSy
Italy,IT,2021-W07,national,IT,Italy,89985,1890358,59236213,3191.220208,4.760209442,TESSy
Italy,IT,2021-W08,national,IT,Italy,121710,2073948,59236213,3501.148866,5.868517436,TESSy
Italy,IT,2021-W09,national,IT,Italy,142893,2209958,59236213,3730.755037,6.465869487,TESSy
Italy,IT,2021-W10,national,IT,Italy,156221,2280459,59236213,3849.77176,6.850419148,TESSy
Italy,IT,2021-W11,national,IT,Italy,149566,2267599,59236213,3828.062067,6.595786998,TESSy
Italy,IT,2021-W12,national,IT,Italy,144628,2202390,59236213,3717.979068,6.566865996,TESSy
Italy,IT,2021-W13,national,IT,Italy,131742,2106750,59236213,3556.523777,6.253328587,TESSy
Italy,IT,2021-W14,national,IT,Italy,100949,1854823,59236213,3131.231566,5.442513922,TESSy
Italy,IT,2021-W15,national,IT,Italy,98020,2039578,59236213,3443.126926,4.805896122,TESSy
Italy,IT,2021-W16,national,IT,Italy,91490,2031573,59236213,3429.613233,4.503406966,TESSy
Italy,IT,2021-W17,national,IT,Italy,78139,1988809,59236213,3357.420907,3.928934352,TESSy
Italy,IT,2021-W18,national,IT,Italy,63848,1982198,59236213,3346.260505,3.221070751,TESSy
Italy,IT,2021-W19,national,IT,Italy,44491,1805643,59236213,3048.208028,2.46399759,TESSy
Italy,IT,2021-W20,national,IT,Italy,30562,1655819,59236213,2795.281663,1.845733139,TESSy
Italy,IT,2021-W21,national,IT,Italy,22479,1526792,59236213,2577.46389,1.472302711,TESSy
Italy,IT,2021-W22,national,IT,Italy,16179,1242229,59236213,2097.077003,1.302416865,TESSy
Italy,IT,2021-W23,national,IT,Italy,11606,1277054,59236213,2155.867054,0.908810434,TESSy
Italy,IT,2021-W24,national,IT,Italy,7437,1312256,59236213,2215.29354,0.56673393,TESSy
Italy,IT,2021-W25,national,IT,Italy,5298,1216281,59236213,2053.272717,0.435590131,TESSy
Italy,IT,2021-W26,national,IT,Italy,5673,1208991,59236213,2040.966056,0.469234262,TESSy
Italy,IT,2021-W27,national,IT,Italy,8854,1168575,59236213,1972.737521,0.757674946,TESSy
Italy,IT,2021-W28,national,IT,Italy,18920,1283303,59236213,2166.416344,1.474320562,TESSy
Italy,IT,2021-W29,national,IT,Italy,31371,1435886,59236213,2424.000332,2.184783472,TESSy
Italy,IT,2021-W30,national,IT,Italy,38488,1483506,59236213,2504.390346,2.59439463,TESSy
Italy,IT,2021-W31,national,IT,Italy,42647,1462948,59236213,2469.685224,2.915141208,TESSy
Italy,IT,2021-W32,national,IT,Italy,43276,1432000,59236213,2417.440156,3.022067039,TESSy
Italy,IT,2021-W33,national,IT,Italy,45442,1396461,59236213,2357.444761,3.254083,TESSy
Italy,IT,2021-W34,national,IT,Italy,46164,1614909,59236213,2726.219179,2.858613086,TESSy
Italy,IT,2021-W35,national,IT,Italy,40083,1901730,59236213,3210.417925,2.107712451,TESSy
Italy,IT,2021-W36,national,IT,Italy,33099,1933833,59236213,3264.612814,1.711574888,TESSy
Italy,IT,2021-W37,national,IT,Italy,28959,1966654,59236213,3320.019799,1.472501009,TESSy
Italy,IT,2021-W38,national,IT,Italy,23735,1978362,59236213,3339.784736,1.199729878,TESSy
Italy,IT,2021-W39,national,IT,Italy,20969,2002115,59236213,3379.883518,1.047342435,TESSy
Italy,IT,2021-W40,national,IT,Italy,18108,1930204,59236213,3258.486494,0.938139181,TESSy
Italy,IT,2021-W41,national,IT,Italy,18018,2393249,59236213,4040.178936,0.752867754,TESSy
Italy,IT,2021-W42,national,IT,Italy,25544,3324669,59236213,5612.561694,0.768317087,TESSy
Italy,IT,2021-W43,national,IT,Italy,32324,3202869,59236213,5406.944229,1.009220171,TESSy
Italy,IT,2021-W44,national,IT,Italy,39091,3087166,59236213,5211.619453,1.266242243,TESSy
Italy,IT,2021-W45,national,IT,Italy,54117,3463133,59236213,5846.310601,1.562660169,TESSy
Italy,IT,2021-W46,national,IT,Italy,69437,3697483,59236213,6241.930084,1.877953191,TESSy
Italy,IT,2021-W47,national,IT,Italy,86718,3836023,59236213,6475.80729,2.260622525,TESSy
Italy,IT,2021-W48,national,IT,Italy,105088,3999354,59236213,6751.535585,2.627624361,TESSy
Italy,IT,2021-W49,national,IT,Italy,123956,3657401,59236213,6174.265394,3.389182646,TESSy
Italy,IT,2021-W50,national,IT,Italy,173966,4376218,59236213,7387.741009,3.975259002,TESSy
Italy,IT,2021-W51,national,IT,Italy,297218,4986419,59236213,8417.855814,5.960550046,TESSy
Italy,IT,2021-W52,national,IT,Italy,826772,6192041,59236213,10453.13447,13.35217257,TESSy
Italy,IT,2022-W01,national,IT,Italy,1223359,6611935,59236213,11161.98127,18.50228413,TESSy
Italy,IT,2022-W02,national,IT,Italy,1217612,7638066,59236213,12894.25102,15.94136526,TESSy
Italy,IT,2022-W03,national,IT,Italy,1173110,7409388,59236213,12508.20676,15.83275164,TESSy
Italy,IT,2022-W04,national,IT,Italy,939815,6946828,59236213,11727.33308,13.52869252,TESSy
Italy,IT,2022-W05,national,IT,Italy,668239,6023076,59236213,10167.8951,11.09464666,TESSy
Italy,IT,2022-W06,national,IT,Italy,463259,4522069,59236213,7633.960328,10.24440361,TESSy
Italy,IT,2022-W07,national,IT,Italy,357638,3447950,59236213,5820.67932,10.3724822,TESSy
Italy,IT,2022-W08,national,IT,Italy,286119,2991358,59236213,5049.880552,9.564853154,TESSy
Italy,IT,2022-W09,national,IT,Italy,274478,2642537,59236213,4461.016102,10.38691227,TESSy
Italy,IT,2022-W10,national,IT,Italy,366457,2780213,59236213,4693.434741,13.18089657,TESSy
Italy,IT,2022-W11,national,IT,Italy,503360,3151885,59236213,5320.875256,15.97012581,TESSy
Italy,IT,2022-W12,national,IT,Italy,505464,3311639,59236213,5590.565015,15.26325786,TESSy
Italy,IT,2022-W13,national,IT,Italy,494131,3240001,59236213,5469.628857,15.25095208,TESSy
Italy,IT,2022-W14,national,IT,Italy,449272,4135788,59236213,6981.857534,10.86303263,TESSy
Italy,IT,2022-W15,national,IT,Italy,414834,2770358,59236213,4676.797958,14.97402141,TESSy
Italy,IT,2022-W16,national,IT,Italy,437827,2521554,59236213,4256.77786,17.36337988,TESSy
Italy,IT,2022-W17,national,IT,Italy,361240,2369443,59236213,3999.990681,15.24577717,TESSy
Italy,IT,2022-W18,national,IT,Italy,296735,2007367,59236213,3388.749716,14.7822994,TESSy
Italy,IT,2022-W19,national,IT,Italy,258145,1785016,59236213,3013.386423,14.46177513,TESSy
Italy,IT,2022-W20,national,IT,Italy,187331,1579228,59236213,2665.984066,11.86218836,TESSy
Italy,IT,2022-W21,national,IT,Italy,138934,1353911,59236213,2285.613701,10.26167894,TESSy
Italy,IT,2022-W22,national,IT,Italy,119462,1078784,59236213,1821.156258,11.07376453,TESSy
Italy,IT,2022-W23,national,IT,Italy,152567,1160749,59236213,1959.526008,13.14384074,TESSy
Italy,IT,2022-W24,national,IT,Italy,239080,1232380,59236213,2080.450349,19.39986043,TESSy
Italy,IT,2022-W25,national,IT,Italy,370779,1554587,59236213,2624.386201,23.85064329,TESSy
Italy,IT,2022-W26,national,IT,Italy,554922,1988512,59236213,3356.919525,27.90639433,TESSy
Italy,IT,2022-W27,national,IT,Italy,687906,2418223,59236213,4082.338957,28.44675615,TESSy
Italy,IT,2022-W28,national,IT,Italy,664054,2644490,59236213,4464.313071,25.11085313,TESSy
Italy,IT,2022-W29,national,IT,Italy,509722,2354900,59236213,3975.439821,21.6451654,TESSy
Italy,IT,2022-W30,national,IT,Italy,377933,1959866,59236213,3308.560593,19.28361429,TESSy
Italy,IT,2022-W31,national,IT,Italy,267144,1577590,59236213,2663.218866,16.93367732,TESSy
Italy,IT,2022-W32,national,IT,Italy,183804,1232988,59236213,2081.476748,14.90720104,TESSy
Italy,IT,2022-W33,national,IT,Italy,151440,965776,59236213,1630.381064,15.68065473,TESSy
Italy,IT,2022-W34,national,IT,Italy,155231,1023784,59236213,1728.307649,15.16247568,TESSy
Italy,IT,2022-W35,national,IT,Italy,,,59236213,,,
Italy,IT,2022-W36,national,IT,Italy,,,59236213,,,
Italy,IT,2022-W37,national,IT,Italy,116249,936020,59236213,1580.148279,12.41949958,TESSy
Italy,IT,2022-W38,national,IT,Italy,,,59236213,,,
Italy,IT,2022-W39,national,IT,Italy,,,59236213,,,
Italy,IT,2022-W40,national,IT,Italy,,,59236213,,,
Latvia,LV,2020-W01,national,LV,Latvia,0,0,1893223,0,,Survey
Latvia,LV,2020-W02,national,LV,Latvia,0,0,1893223,0,,Survey
Latvia,LV,2020-W03,national,LV,Latvia,0,0,1893223,0,,Survey
Latvia,LV,2020-W04,national,LV,Latvia,0,0,1893223,0,,Survey
Latvia,LV,2020-W05,national,LV,Latvia,0,0,1893223,0,,Survey
Latvia,LV,2020-W06,national,LV,Latvia,0,0,1893223,0,,Survey
Latvia,LV,2020-W07,national,LV,Latvia,0,4,1893223,0.211279918,0,TESSy
Latvia,LV,2020-W08,national,LV,Latvia,0,6,1893223,0.316919877,0,TESSy
Latvia,LV,2020-W09,national,LV,Latvia,0,116,1893223,6.127117619,0,TESSy
Latvia,LV,2020-W10,national,LV,Latvia,3,217,1893223,11.46193555,1.382488479,TESSy
Latvia,LV,2020-W11,national,LV,Latvia,27,1010,1893223,53.34817927,2.673267327,TESSy
Latvia,LV,2020-W12,national,LV,Latvia,106,5220,1893223,275.7202929,2.030651341,TESSy
Latvia,LV,2020-W13,national,LV,Latvia,211,7232,1893223,381.9940916,2.917588496,TESSy
Latvia,LV,2020-W14,national,LV,Latvia,187,6875,1893223,363.1373589,2.72,TESSy
Latvia,LV,2020-W15,national,LV,Latvia,118,7534,1893223,397.9457254,1.566233077,TESSy
Latvia,LV,2020-W16,national,LV,Latvia,76,7667,1893223,404.9707826,0.99126125,TESSy
Latvia,LV,2020-W17,national,LV,Latvia,85,11736,1893223,619.8952791,0.724267212,TESSy
Latvia,LV,2020-W18,national,LV,Latvia,67,16628,1893223,878.2906187,0.402934809,TESSy
Latvia,LV,2020-W19,national,LV,Latvia,60,12347,1893223,652.1682866,0.485948004,TESSy
Latvia,LV,2020-W20,national,LV,Latvia,68,11813,1893223,623.9624175,0.57563701,TESSy
Latvia,LV,2020-W21,national,LV,Latvia,39,10644,1893223,562.2158615,0.366403608,TESSy
Latvia,LV,2020-W22,national,LV,Latvia,19,10022,1893223,529.3618343,0.189582918,TESSy
Latvia,LV,2020-W23,national,LV,Latvia,22,8589,1893223,453.6708037,0.256141576,TESSy
Latvia,LV,2020-W24,national,LV,Latvia,9,9790,1893223,517.1075991,0.091930541,TESSy
Latvia,LV,2020-W25,national,LV,Latvia,14,10411,1893223,549.9088063,0.134473153,TESSy
Latvia,LV,2020-W26,national,LV,Latvia,5,10055,1893223,531.1048936,0.049726504,TESSy
Latvia,LV,2020-W27,national,LV,Latvia,8,9011,1893223,475.960835,0.08878038,TESSy
Latvia,LV,2020-W28,national,LV,Latvia,49,11121,1893223,587.4109917,0.440607859,TESSy
Latvia,LV,2020-W29,national,LV,Latvia,19,11981,1893223,632.8361741,0.158584425,TESSy
Latvia,LV,2020-W30,national,LV,Latvia,27,10142,1893223,535.7002318,0.266219681,TESSy
Latvia,LV,2020-W31,national,LV,Latvia,24,10240,1893223,540.8765898,0.234375,TESSy
Latvia,LV,2020-W32,national,LV,Latvia,47,12224,1893223,645.6714291,0.384489529,TESSy
Latvia,LV,2020-W33,national,LV,Latvia,32,12102,1893223,639.2273916,0.264419104,TESSy
Latvia,LV,2020-W34,national,LV,Latvia,15,11841,1893223,625.441377,0.12667849,TESSy
Latvia,LV,2020-W35,national,LV,Latvia,56,13232,1893223,698.9139684,0.423216445,TESSy
Latvia,LV,2020-W36,national,LV,Latvia,35,13549,1893223,715.6579019,0.258321647,TESSy
Latvia,LV,2020-W37,national,LV,Latvia,46,14409,1893223,761.0830842,0.319244916,TESSy
Latvia,LV,2020-W38,national,LV,Latvia,51,16575,1893223,875.4911598,0.307692308,TESSy
Latvia,LV,2020-W39,national,LV,Latvia,151,15590,1893223,823.46348,0.968569596,TESSy
Latvia,LV,2020-W40,national,LV,Latvia,410,23997,1893223,1267.521047,1.708546902,TESSy
Latvia,LV,2020-W41,national,LV,Latvia,584,27014,1893223,1426.878926,2.161842008,TESSy
Latvia,LV,2020-W42,national,LV,Latvia,780,29128,1893223,1538.540362,2.677835759,TESSy
Latvia,LV,2020-W43,national,LV,Latvia,1228,33024,1893223,1744.327002,3.718507752,TESSy
Latvia,LV,2020-W44,national,LV,Latvia,,,1893223,,,
Latvia,LV,2020-W45,national,LV,Latvia,,,1893223,,,
Latvia,LV,2020-W46,national,LV,Latvia,,,1893223,,,
Latvia,LV,2020-W47,national,LV,Latvia,,,1893223,,,
Latvia,LV,2020-W48,national,LV,Latvia,,,1893223,,,
Latvia,LV,2020-W49,national,LV,Latvia,,,1893223,,,
Latvia,LV,2020-W50,national,LV,Latvia,,,1893223,,,
Latvia,LV,2020-W51,national,LV,Latvia,,,1893223,,,
Latvia,LV,2020-W52,national,LV,Latvia,,,1893223,,,
Latvia,LV,2020-W53,national,LV,Latvia,6167,52364,1893223,2765.865405,11.77717516,TESSy
Latvia,LV,2021-W01,national,LV,Latvia,7071,75846,1893223,4006.184163,9.322838383,TESSy
Latvia,LV,2021-W02,national,LV,Latvia,6096,72045,1893223,3805.415421,8.461378305,TESSy
Latvia,LV,2021-W03,national,LV,Latvia,5342,70101,1893223,3702.733381,7.620433375,TESSy
Latvia,LV,2021-W04,national,LV,Latvia,5233,66460,1893223,3510.415836,7.873909118,TESSy
Latvia,LV,2021-W05,national,LV,Latvia,5559,69114,1893223,3650.600061,8.04323292,TESSy
Latvia,LV,2021-W06,national,LV,Latvia,4906,68325,1893223,3608.925098,7.180387852,TESSy
Latvia,LV,2021-W07,national,LV,Latvia,4813,66173,1893223,3495.256502,7.273359225,TESSy
Latvia,LV,2021-W08,national,LV,Latvia,4667,70477,1893223,3722.593693,6.622018531,TESSy
Latvia,LV,2021-W09,national,LV,Latvia,4145,81179,1893223,4287.873114,5.10600032,TESSy
Latvia,LV,2021-W10,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W11,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W12,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W13,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W14,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W15,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W16,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W17,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W18,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W19,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W20,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W21,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W22,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W23,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W24,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W25,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W26,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W27,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W28,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W29,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W30,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W31,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W32,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W33,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W34,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W35,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W36,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W37,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W38,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W39,national,LV,Latvia,,,1893223,,,
Latvia,LV,2021-W40,national,LV,Latvia,9635,113229,1893223,5980.753456,8.509304154,TESSy
Latvia,LV,2021-W41,national,LV,Latvia,14340,126549,1893223,6684.315582,11.33157907,TESSy
Latvia,LV,2021-W42,national,LV,Latvia,16957,122608,1893223,6476.152043,13.83025577,TESSy
Latvia,LV,2021-W43,national,LV,Latvia,16566,155518,1893223,8214.457568,10.65214316,TESSy
Latvia,LV,2021-W44,national,LV,Latvia,12685,140287,1893223,7409.95646,9.042177821,TESSy
Latvia,LV,2021-W45,national,LV,Latvia,8516,94664,1893223,5000.150537,8.996028057,TESSy
