country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Austria,AT,2020-W01,national,AT,Austria,,,8932664,,,
Austria,AT,2020-W02,national,AT,Austria,,,8932664,,,
Austria,AT,2020-W03,national,AT,Austria,,,8932664,,,
Austria,AT,2020-W04,national,AT,Austria,,,8932664,,,
Austria,AT,2020-W05,national,AT,Austria,,,8932664,,,
Austria,AT,2020-W06,national,AT,Austria,,,8932664,,,
Austria,AT,2020-W07,national,AT,Austria,,,8932664,,,
Austria,AT,2020-W08,national,AT,Austria,,,8932664,,,
Austria,AT,2020-W09,national,AT,Austria,,,8932664,,,
Austria,AT,2020-W10,national,AT,Austria,,,8932664,,,
Austria,AT,2020-W11,national,AT,Austria,,,8932664,,,
Austria,AT,2020-W12,national,AT,Austria,,,8932664,,,
Austria,AT,2020-W13,national,AT,Austria,,,8932664,,,
Austria,AT,2020-W14,national,AT,Austria,,,8932664,,,
Austria,AT,2020-W15,national,AT,Austria,1841,12339,8932664,138.133484,14.92017181,Manual webscraping
Austria,AT,2020-W16,national,AT,Austria,684,58488,8932664,654.7654765,1.169470661,Manual webscraping
Austria,AT,2020-W17,national,AT,Austria,448,33443,8932664,374.3899916,1.33959274,Manual webscraping
Austria,AT,2020-W18,national,AT,Austria,312,26598,8932664,297.7611158,1.173020528,Country website
Austria,AT,2020-W19,national,AT,Austria,264,42153,8932664,471.8972974,0.626289944,Country website
Austria,AT,2020-W20,national,AT,Austria,335,46001,8932664,514.9751519,0.728245038,Country website
Austria,AT,2020-W21,national,AT,Austria,265,39348,8932664,440.4956909,0.673477686,Country website
Austria,AT,2020-W22,national,AT,Austria,195,46677,8932664,522.5428831,0.417764638,Country website
Austria,AT,2020-W23,national,AT,Austria,227,41063,8932664,459.6948906,0.552809098,Country website
Austria,AT,2020-W24,national,AT,Austria,172,35243,8932664,394.5407551,0.488040178,Country website
Austria,AT,2020-W25,national,AT,Austria,248,15775,8932664,176.5990526,1.572107765,Country website
Austria,AT,2020-W26,national,AT,Austria,335,61905,8932664,693.0183426,0.541151765,Country website
Austria,AT,2020-W27,national,AT,Austria,640,45284,8932664,506.9484311,1.413302712,Country website
Austria,AT,2020-W28,national,AT,Austria,596,48936,8932664,547.8320913,1.21791728,Country website
Austria,AT,2020-W29,national,AT,Austria,784,51929,8932664,581.3383331,1.509753702,Country website
Austria,AT,2020-W30,national,AT,Austria,872,99229,8932664,1110.855619,0.878775358,Country website
Austria,AT,2020-W31,national,AT,Austria,794,57416,8932664,642.7645773,1.382889787,Country website
Austria,AT,2020-W32,national,AT,Austria,722,56554,8932664,633.1146005,1.276655939,Country website
Austria,AT,2020-W33,national,AT,Austria,1463,56622,8932664,633.8758516,2.583801349,Country website
Austria,AT,2020-W34,national,AT,Austria,1907,76497,8932664,856.3738656,2.492908219,Country website
Austria,AT,2020-W35,national,AT,Austria,1941,77105,8932664,863.1803458,2.517346476,Country website
Austria,AT,2020-W36,national,AT,Austria,2268,83733,8932664,937.379935,2.708609509,Country website
Austria,AT,2020-W37,national,AT,Austria,3997,86241,8932664,965.4566656,4.634686518,Country website
Austria,AT,2020-W38,national,AT,Austria,5212,102617,8932664,1148.783834,5.079080464,Country website
Austria,AT,2020-W39,national,AT,Austria,4656,110816,8932664,1240.570562,4.201559342,Country website
Austria,AT,2020-W40,national,AT,Austria,5598,130874,8932664,1465.117237,4.27739658,Country website
Austria,AT,2020-W41,national,AT,Austria,7488,124663,8932664,1395.585908,6.006593777,TESSy
Austria,AT,2020-W42,national,AT,Austria,9904,129647,8932664,1451.381133,7.639204918,TESSy
Austria,AT,2020-W43,national,AT,Austria,18274,158997,8932664,1779.950528,11.49329862,TESSy
Austria,AT,2020-W44,national,AT,Austria,31620,167926,8932664,1879.90951,18.82972262,TESSy
Austria,AT,2020-W45,national,AT,Austria,44760,199567,8932664,2234.126348,22.42855783,TESSy
Austria,AT,2020-W46,national,AT,Austria,47886,215044,8932664,2407.38933,22.26800097,TESSy
Austria,AT,2020-W47,national,AT,Austria,40745,207745,8932664,2325.677984,19.61298708,TESSy
Austria,AT,2020-W48,national,AT,Austria,31165,196461,8932664,2199.355086,15.86319931,TESSy
Austria,AT,2020-W49,national,AT,Austria,23081,163770,8932664,1833.383636,14.09354583,TESSy
Austria,AT,2020-W50,national,AT,Austria,18707,162984,8932664,1824.584469,11.47781377,TESSy
Austria,AT,2020-W51,national,AT,Austria,14864,185766,8932664,2079.625966,8.001464208,TESSy
Austria,AT,2020-W52,national,AT,Austria,13344,163961,8932664,1835.521856,8.138520746,TESSy
Austria,AT,2020-W53,national,AT,Austria,14907,127657,8932664,1429.103345,11.67738549,TESSy
Austria,AT,2021-W01,national,AT,Austria,14718,137035,8932664,1534.088823,10.74032182,TESSy
Austria,AT,2021-W02,national,AT,Austria,11282,911735,8932664,10206.75355,1.237420961,TESSy
Austria,AT,2021-W03,national,AT,Austria,10719,1144351,8932664,12810.85911,0.936688132,TESSy
Austria,AT,2021-W04,national,AT,Austria,10409,655713,8932664,7340.620894,1.587432307,TESSy
Austria,AT,2021-W05,national,AT,Austria,10707,960284,8932664,10750.25323,1.114982651,TESSy
Austria,AT,2021-W06,national,AT,Austria,10019,1477892,8932664,16544.80679,0.677925045,TESSy
Austria,AT,2021-W07,national,AT,Austria,12569,1500910,8932664,16802.49028,0.837425295,TESSy
Austria,AT,2021-W08,national,AT,Austria,17752,1582385,8932664,17714.5922,1.121850877,TESSy
Austria,AT,2021-W09,national,AT,Austria,20508,1651867,8932664,18492.43406,1.24150431,TESSy
Austria,AT,2021-W10,national,AT,Austria,23051,1829934,8932664,20485.87073,1.259662917,TESSy
Austria,AT,2021-W11,national,AT,Austria,26266,1991339,8932664,22292.7785,1.319011981,TESSy
Austria,AT,2021-W12,national,AT,Austria,27808,2081325,8932664,23300.15995,1.336071973,TESSy
Austria,AT,2021-W13,national,AT,Austria,,,8932664,,,
Austria,AT,2021-W14,national,AT,Austria,20417,2067620,8932664,23146.73428,0.987463847,TESSy
Austria,AT,2021-W15,national,AT,Austria,,,8932664,,,
Austria,AT,2021-W16,national,AT,Austria,,,8932664,,,
Austria,AT,2021-W17,national,AT,Austria,,,8932664,,,
Austria,AT,2021-W18,national,AT,Austria,,,8932664,,,
Austria,AT,2021-W19,national,AT,Austria,,,8932664,,,
Austria,AT,2021-W20,national,AT,Austria,,,8932664,,,
Austria,AT,2021-W21,national,AT,Austria,,,8932664,,,
Austria,AT,2021-W22,national,AT,Austria,2883,4859495,8932664,54401.40814,0.059327152,TESSy
Austria,AT,2021-W23,national,AT,Austria,2115,5649558,8932664,63246.05963,0.037436557,TESSy
Austria,AT,2021-W24,national,AT,Austria,,,8932664,,,
Austria,AT,2021-W25,national,AT,Austria,,,8932664,,,
Austria,AT,2021-W26,national,AT,Austria,,,8932664,,,
Austria,AT,2021-W27,national,AT,Austria,,,8932664,,,
Austria,AT,2021-W28,national,AT,Austria,,,8932664,,,
Austria,AT,2021-W29,national,AT,Austria,3378,2807249,8932664,31426.78377,0.120331328,TESSy
Austria,AT,2021-W30,national,AT,Austria,,,8932664,,,
Austria,AT,2021-W31,national,AT,Austria,,,8932664,,,
Austria,AT,2021-W32,national,AT,Austria,7256,2584647,8932664,28934.78362,0.280734661,TESSy
Austria,AT,2021-W33,national,AT,Austria,9628,465080,8932664,5206.509503,2.070181474,TESSy
Austria,AT,2021-W34,national,AT,Austria,11033,2703030,8932664,30260.06575,0.40817157,TESSy
Austria,AT,2021-W35,national,AT,Austria,13094,2840922,8932664,31803.74858,0.460906706,TESSy
Austria,AT,2021-W36,national,AT,Austria,15076,3308862,8932664,37042.27541,0.455624925,TESSy
Austria,AT,2021-W37,national,AT,Austria,14651,2975110,8932664,33305.96561,0.49245238,TESSy
Austria,AT,2021-W38,national,AT,Austria,12588,3163381,8932664,35413.63472,0.397928672,TESSy
Austria,AT,2021-W39,national,AT,Austria,13955,3015264,8932664,33755.48437,0.46281188,TESSy
Austria,AT,2021-W40,national,AT,Austria,13733,3662031,8932664,40995.95597,0.375010479,TESSy
Austria,AT,2021-W41,national,AT,Austria,16167,3594537,8932664,40240.3695,0.449765853,TESSy
Austria,AT,2021-W42,national,AT,Austria,24516,3690879,8932664,41318.90554,0.664232016,TESSy
Austria,AT,2021-W43,national,AT,Austria,34657,3074257,8932664,34415.90325,1.127329303,TESSy
Austria,AT,2021-W44,national,AT,Austria,56598,4763048,8932664,53321.69664,1.188272719,TESSy
Austria,AT,2021-W45,national,AT,Austria,78957,4309646,8932664,48245.92081,1.832099435,TESSy
Austria,AT,2021-W46,national,AT,Austria,97401,5909773,8932664,66159.13237,1.64813437,TESSy
Austria,AT,2021-W47,national,AT,Austria,82812,7827648,8932664,87629.49105,1.057942309,TESSy
Austria,AT,2021-W48,national,AT,Austria,51092,6021454,8932664,67409.38649,0.848499382,TESSy
Austria,AT,2021-W49,national,AT,Austria,29436,5066057,8932664,56713.84259,0.581043601,TESSy
Austria,AT,2021-W50,national,AT,Austria,19162,5990972,8932664,67068.14451,0.319847931,TESSy
Austria,AT,2021-W51,national,AT,Austria,15212,4770559,8932664,53405.7813,0.318872484,TESSy
Austria,AT,2021-W52,national,AT,Austria,23229,4844026,8932664,54228.23471,0.479539127,TESSy
Austria,AT,2022-W01,national,AT,Austria,62580,4168221,8932664,46662.68652,1.501359933,TESSy
Austria,AT,2022-W02,national,AT,Austria,111182,7970300,8932664,89226.46145,1.394953766,TESSy
Austria,AT,2022-W03,national,AT,Austria,176623,7790563,8932664,87214.32934,2.267140385,TESSy
Austria,AT,2022-W04,national,AT,Austria,227771,7923740,8932664,88705.22836,2.874539043,TESSy
Austria,AT,2022-W05,national,AT,Austria,232055,7927760,8932664,88750.23173,2.927119388,TESSy
Austria,AT,2022-W06,national,AT,Austria,217145,6113208,8932664,68436.56047,3.552063008,TESSy
Austria,AT,2022-W07,national,AT,Austria,196474,6216441,8932664,69592.24034,3.160554407,TESSy
Austria,AT,2022-W08,national,AT,Austria,185997,5714168,8932664,63969.36009,3.255014553,TESSy
Austria,AT,2022-W09,national,AT,Austria,217879,5794561,8932664,64869.34917,3.760060512,TESSy
Austria,AT,2022-W10,national,AT,Austria,300507,5859407,8932664,65595.29162,5.128624791,TESSy
Austria,AT,2022-W11,national,AT,Austria,317882,6155757,8932664,68912.89094,5.16397902,TESSy
Austria,AT,2022-W12,national,AT,Austria,250075,4714316,8932664,52776.1483,5.304587134,TESSy
Austria,AT,2022-W13,national,AT,Austria,154021,4598686,8932664,51481.68564,3.349239326,TESSy
Austria,AT,2022-W14,national,AT,Austria,98666,3450406,8932664,38626.84189,2.859547543,TESSy
Austria,AT,2022-W15,national,AT,Austria,65447,1472830,8932664,16488.13836,4.443622142,TESSy
Austria,AT,2022-W16,national,AT,Austria,50967,1492969,8932664,16713.59182,3.413801626,TESSy
Austria,AT,2022-W17,national,AT,Austria,42790,1403772,8932664,15715.04313,3.048215807,TESSy
Austria,AT,2022-W18,national,AT,Austria,39279,1469716,8932664,16453.27754,2.672557147,TESSy
Austria,AT,2022-W19,national,AT,Austria,31695,1621328,8932664,18150.55397,1.954878963,TESSy
Austria,AT,2022-W20,national,AT,Austria,22601,1289409,8932664,14434.76437,1.752818539,TESSy
Austria,AT,2022-W21,national,AT,Austria,17013,1245967,8932664,13948.43688,1.365445473,TESSy
Austria,AT,2022-W22,national,AT,Austria,21596,1091054,8932664,12214.2062,1.979370407,TESSy
Austria,AT,2022-W23,national,AT,Austria,27872,798495,8932664,8939.046627,3.490566628,TESSy
Austria,AT,2022-W24,national,AT,Austria,43189,761356,8932664,8523.280401,5.67264197,TESSy
Austria,AT,2022-W25,national,AT,Austria,63126,876743,8932664,9815.022708,7.200057485,TESSy
Austria,AT,2022-W26,national,AT,Austria,74009,911142,8932664,10200.11499,8.122663646,TESSy
Austria,AT,2022-W27,national,AT,Austria,75806,869033,8932664,9728.710271,8.72302893,TESSy
Austria,AT,2022-W28,national,AT,Austria,86087,1019276,8932664,11410.66092,8.445896892,TESSy
Austria,AT,2022-W29,national,AT,Austria,82392,850510,8932664,9521.347719,9.687364052,TESSy
Austria,AT,2022-W30,national,AT,Austria,57426,665041,8932664,7445.046629,8.634956341,TESSy
Austria,AT,2022-W31,national,AT,Austria,45063,628744,8932664,7038.706482,7.167145929,TESSy
Austria,AT,2022-W32,national,AT,Austria,41049,645056,8932664,7221.317179,6.363633545,TESSy
Austria,AT,2022-W33,national,AT,Austria,,,8932664,,,
Austria,AT,2022-W34,national,AT,Austria,,,8932664,,,
Austria,AT,2022-W35,national,AT,Austria,,,8932664,,,
Austria,AT,2022-W36,national,AT,Austria,60313,631561,8932664,7070.242427,9.549829708,TESSy
Austria,AT,2022-W37,national,AT,Austria,,,8932664,,,
Austria,AT,2022-W38,national,AT,Austria,,,8932664,,,
Austria,AT,2022-W39,national,AT,Austria,,,8932664,,,
Austria,AT,2022-W40,national,AT,Austria,98002,862202,8932664,9652.238123,11.36647793,TESSy
Belgium,BE,2020-W01,national,BE,Belgium,,,11566041,,,
Belgium,BE,2020-W02,national,BE,Belgium,,,11566041,,,
Belgium,BE,2020-W03,national,BE,Belgium,,,11566041,,,
Belgium,BE,2020-W04,national,BE,Belgium,,,11566041,,,
Belgium,BE,2020-W05,national,BE,Belgium,,,11566041,,,
Belgium,BE,2020-W06,national,BE,Belgium,,,11566041,,,
Belgium,BE,2020-W07,national,BE,Belgium,,,11566041,,,
Belgium,BE,2020-W08,national,BE,Belgium,,,11566041,,,
Belgium,BE,2020-W09,national,BE,Belgium,0,82,11566041,0.708972067,0,Country website
Belgium,BE,2020-W10,national,BE,Belgium,0,4406,11566041,38.09427962,0,Country website
Belgium,BE,2020-W11,national,BE,Belgium,3678,9924,11566041,85.80291216,37.06166868,Country website
Belgium,BE,2020-W12,national,BE,Belgium,3673,17066,11566041,147.55265,21.52232509,Country website
Belgium,BE,2020-W13,national,BE,Belgium,8130,27141,11566041,234.6611083,29.95468111,Country website
Belgium,BE,2020-W14,national,BE,Belgium,9694,38426,11566041,332.2312276,25.2277104,Country website
Belgium,BE,2020-W15,national,BE,Belgium,11175,53517,11566041,462.708026,20.88121531,Country website
Belgium,BE,2020-W16,national,BE,Belgium,7963,65399,11566041,565.4398078,12.17602716,Country website
Belgium,BE,2020-W17,national,BE,Belgium,5703,105901,11566041,915.6201331,5.38521827,Country website
Belgium,BE,2020-W18,national,BE,Belgium,3095,138836,11566041,1200.37617,2.229248898,Country website
Belgium,BE,2020-W19,national,BE,Belgium,3051,146708,11566041,1268.437489,2.079641192,Country website
Belgium,BE,2020-W20,national,BE,Belgium,2071,120385,11566041,1040.848809,1.720313993,Country website
Belgium,BE,2020-W21,national,BE,Belgium,1510,85575,11566041,739.8815204,1.764534034,Country website
Belgium,BE,2020-W22,national,BE,Belgium,1144,87209,11566041,754.0090857,1.311791214,TESSy
Belgium,BE,2020-W23,national,BE,Belgium,847,75991,11566041,657.0182485,1.114605677,TESSy
Belgium,BE,2020-W24,national,BE,Belgium,671,86874,11566041,751.1126755,0.772382991,TESSy
Belgium,BE,2020-W25,national,BE,Belgium,668,88901,11566041,768.6381191,0.751397622,TESSy
Belgium,BE,2020-W26,national,BE,Belgium,607,93868,11566041,811.5828052,0.646652746,TESSy
Belgium,BE,2020-W27,national,BE,Belgium,637,85012,11566041,735.0138219,0.74930598,TESSy
Belgium,BE,2020-W28,national,BE,Belgium,704,77973,11566041,674.1546221,0.902876637,TESSy
Belgium,BE,2020-W29,national,BE,Belgium,1385,86865,11566041,751.0348615,1.594428136,TESSy
Belgium,BE,2020-W30,national,BE,Belgium,2489,99622,11566041,861.3318939,2.498444119,TESSy
Belgium,BE,2020-W31,national,BE,Belgium,3759,145338,11566041,1256.592468,2.586384841,TESSy
Belgium,BE,2020-W32,national,BE,Belgium,4340,141302,11566041,1221.697208,3.071435648,TESSy
Belgium,BE,2020-W33,national,BE,Belgium,3751,127215,11566041,1099.900995,2.948551665,TESSy
Belgium,BE,2020-W34,national,BE,Belgium,3453,137022,11566041,1184.692325,2.520033279,TESSy
Belgium,BE,2020-W35,national,BE,Belgium,3121,145319,11566041,1256.428194,2.147688878,TESSy
Belgium,BE,2020-W36,national,BE,Belgium,3655,159252,11566041,1376.892923,2.295104614,TESSy
Belgium,BE,2020-W37,national,BE,Belgium,6158,213854,11566041,1848.98186,2.879534636,TESSy
Belgium,BE,2020-W38,national,BE,Belgium,10108,251200,11566041,2171.875407,4.02388535,TESSy
Belgium,BE,2020-W39,national,BE,Belgium,11274,256649,11566041,2218.987465,4.392769892,TESSy
Belgium,BE,2020-W40,national,BE,Belgium,18895,259284,11566041,2241.769677,7.287376005,TESSy
Belgium,BE,2020-W41,national,BE,Belgium,38852,309616,11566041,2676.940191,12.54844711,TESSy
Belgium,BE,2020-W42,national,BE,Belgium,72232,418567,11566041,3618.930626,17.25697439,TESSy
Belgium,BE,2020-W43,national,BE,Belgium,105383,467257,11566041,4039.904406,22.5535412,TESSy
Belgium,BE,2020-W44,national,BE,Belgium,99584,416375,11566041,3599.978593,23.91690183,TESSy
Belgium,BE,2020-W45,national,BE,Belgium,54006,259546,11566041,2244.034929,20.80787221,TESSy
Belgium,BE,2020-W46,national,BE,Belgium,33967,199500,11566041,1724.877164,17.02606516,TESSy
Belgium,BE,2020-W47,national,BE,Belgium,22312,200292,11566041,1731.724797,11.13973599,TESSy
Belgium,BE,2020-W48,national,BE,Belgium,16261,205086,11566041,1773.173725,7.928868865,TESSy
Belgium,BE,2020-W49,national,BE,Belgium,15289,209927,11566041,1815.029015,7.283007903,TESSy
Belgium,BE,2020-W50,national,BE,Belgium,16840,234165,11566041,2024.590783,7.19151026,TESSy
Belgium,BE,2020-W51,national,BE,Belgium,17714,270716,11566041,2340.610759,6.543388643,TESSy
Belgium,BE,2020-W52,national,BE,Belgium,12607,206608,11566041,1786.332938,6.101893441,TESSy
Belgium,BE,2020-W53,national,BE,Belgium,8976,180686,11566041,1562.211305,4.96773408,TESSy
Belgium,BE,2021-W01,national,BE,Belgium,13692,308891,11566041,2670.67184,4.432631576,TESSy
Belgium,BE,2021-W02,national,BE,Belgium,13093,307162,11566041,2655.722905,4.262571542,TESSy
Belgium,BE,2021-W03,national,BE,Belgium,14641,312018,11566041,2697.707885,4.692357492,TESSy
Belgium,BE,2021-W04,national,BE,Belgium,16375,354286,11566041,3063.157047,4.621972079,TESSy
Belgium,BE,2021-W05,national,BE,Belgium,14892,348328,11566041,3011.644175,4.27528077,TESSy
Belgium,BE,2021-W06,national,BE,Belgium,12527,299526,11566041,2589.702042,4.182274661,TESSy
Belgium,BE,2021-W07,national,BE,Belgium,15361,266185,11566041,2301.435729,5.770798505,TESSy
Belgium,BE,2021-W08,national,BE,Belgium,16648,288336,11566041,2492.953293,5.773819433,TESSy
Belgium,BE,2021-W09,national,BE,Belgium,16429,309353,11566041,2674.666292,5.310761493,TESSy
Belgium,BE,2021-W10,national,BE,Belgium,21255,340088,11566041,2940.401128,6.249852979,TESSy
Belgium,BE,2021-W11,national,BE,Belgium,29329,416389,11566041,3600.099637,7.043653891,TESSy
Belgium,BE,2021-W12,national,BE,Belgium,33998,481533,11566041,4163.334714,7.060367618,TESSy
Belgium,BE,2021-W13,national,BE,Belgium,29873,415163,11566041,3589.49964,7.195487074,TESSy
Belgium,BE,2021-W14,national,BE,Belgium,24193,285086,11566041,2464.853791,8.486211178,TESSy
Belgium,BE,2021-W15,national,BE,Belgium,24371,282774,11566041,2444.864237,8.61854343,TESSy
Belgium,BE,2021-W16,national,BE,Belgium,24423,311363,11566041,2692.044754,7.843899243,TESSy
Belgium,BE,2021-W17,national,BE,Belgium,20783,332183,11566041,2872.054491,6.256491151,TESSy
Belgium,BE,2021-W18,national,BE,Belgium,20975,370831,11566041,3206.205131,5.656215365,TESSy
Belgium,BE,2021-W19,national,BE,Belgium,14649,295024,11566041,2550.777747,4.96535875,TESSy
Belgium,BE,2021-W20,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W21,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W22,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W23,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W24,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W25,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W26,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W27,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W28,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W29,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W30,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W31,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W32,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W33,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W34,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W35,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W36,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W37,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W38,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W39,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W40,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W41,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W42,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W43,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W44,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W45,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W46,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W47,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W48,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W49,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W50,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W51,national,BE,Belgium,,,11566041,,,
Belgium,BE,2021-W52,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W01,national,BE,Belgium,155824,2,11566041,0.017292002,,TESSy
Belgium,BE,2022-W02,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W03,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W04,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W05,national,BE,Belgium,185902,1,11566041,0.008646001,,TESSy
Belgium,BE,2022-W06,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W07,national,BE,Belgium,63181,2,11566041,0.017292002,,TESSy
Belgium,BE,2022-W08,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W09,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W10,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W11,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W12,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W13,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W14,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W15,national,BE,Belgium,52575,2,11566041,0.017292002,,TESSy
Belgium,BE,2022-W16,national,BE,Belgium,40214,7,11566041,0.060522006,,TESSy
Belgium,BE,2022-W17,national,BE,Belgium,32666,1,11566041,0.008646001,,TESSy
Belgium,BE,2022-W18,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W19,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W20,national,BE,Belgium,16120,1,11566041,0.008646001,,TESSy
Belgium,BE,2022-W21,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W22,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W23,national,BE,Belgium,13506,1,11566041,0.008646001,,TESSy
Belgium,BE,2022-W24,national,BE,Belgium,,,11566041,,,
Belgium,BE,2022-W25,national,BE,Belgium,28191,2,11566041,0.017292002,,TESSy
Belgium,BE,2022-W26,national,BE,Belgium,40429,2,11566041,0.017292002,,TESSy
Belgium,BE,2022-W27,national,BE,Belgium,54886,4,11566041,0.034584003,,TESSy
Belgium,BE,2022-W28,national,BE,Belgium,48062,4,11566041,0.034584003,,TESSy
Belgium,BE,2022-W29,national,BE,Belgium,29366,3,11566041,0.025938002,,TESSy
Belgium,BE,2022-W30,national,BE,Belgium,26917,15,11566041,0.129690012,,TESSy
Belgium,BE,2022-W31,national,BE,Belgium,19476,11,11566041,0.095106009,,TESSy
Belgium,BE,2022-W32,national,BE,Belgium,14944,6,11566041,0.051876005,,TESSy
Belgium,BE,2022-W33,national,BE,Belgium,11634,7,11566041,0.060522006,,TESSy
Belgium,BE,2022-W34,national,BE,Belgium,10686,10,11566041,0.086460008,,TESSy
Belgium,BE,2022-W35,national,BE,Belgium,10441,19,11566041,0.164274016,,TESSy
Belgium,BE,2022-W36,national,BE,Belgium,11334,28594,11566041,247.2237475,39.63768623,TESSy
Belgium,BE,2022-W37,national,BE,Belgium,13097,69995,11566041,605.1768276,18.71133652,TESSy
Belgium,BE,2022-W38,national,BE,Belgium,16157,83179,11566041,719.1657024,19.42437394,TESSy
Belgium,BE,2022-W39,national,BE,Belgium,20131,89533,11566041,774.1023916,22.48444708,TESSy
Belgium,BE,2022-W40,national,BE,Belgium,12434,89016,11566041,769.6324092,13.96827537,TESSy
Bulgaria,BG,2020-W01,national,BG,Bulgaria,0,23370,6916548,337.885315,0,TESSy
Bulgaria,BG,2020-W02,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W03,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W04,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W05,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W06,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W07,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W08,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W09,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W10,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W11,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W12,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W13,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W14,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W15,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W16,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W17,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W18,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W19,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W20,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W21,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W22,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W23,national,BG,Bulgaria,,,6916548,,,
Bulgaria,BG,2020-W24,national,BG,Bulgaria,555,13175,6916548,190.4851958,4.212523719,TESSy
Bulgaria,BG,2020-W25,national,BG,Bulgaria,606,13137,6916548,189.9357888,4.612925325,TESSy
Bulgaria,BG,2020-W26,national,BG,Bulgaria,753,16357,6916548,236.4908044,4.603533655,TESSy
Bulgaria,BG,2020-W27,national,BG,Bulgaria,1052,20082,6916548,290.3471501,5.23852206,TESSy
Bulgaria,BG,2020-W28,national,BG,Bulgaria,1498,22483,6916548,325.0609986,6.662811902,TESSy
Bulgaria,BG,2020-W29,national,BG,Bulgaria,1463,28230,6916548,408.1515808,5.182430039,TESSy
